"status","duration","credit_history","purpose","credit_amount","savings_account","employment","installment_rate","personal_status","guarantors","residence_since","property","age","installment_plans","housing","num_credits","job","dependents","telephone","foreign_worker","assessment"
"no_account",30,"critical_account","electronics",5771,"low_savings","4_to_7yrs",4,"female_divorced","none",2,"car_or_other",25,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",12,"past_delay","repairs",1555,"high_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",55,"none","free",2,"skilled_employee",2,"none","yes","bad"
"negative_balance",24,"current_credits_paid","new_car",1285,"unknown_savings","4_to_7yrs",4,"female_divorced","none",4,"no_property",32,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"large_balance",6,"critical_account","new_car",1299,"low_savings","1_to_4yrs",1,"male_single","none",1,"real_estate",74,"none","own",3,"unemployed",2,"none","no","good"
"large_balance",15,"critical_account","electronics",1271,"unknown_savings","1_to_4yrs",3,"male_single","none",4,"no_property",39,"none","free",2,"skilled_employee",1,"registered","yes","bad"
"no_account",24,"current_credits_paid","new_car",1393,"low_savings","1_to_4yrs",2,"male_single","guarantor",2,"real_estate",31,"none","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",12,"critical_account","new_car",691,"low_savings","7_or_more_yrs",4,"male_single","none",3,"insurance",35,"none","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",15,"critical_account","new_car",5045,"unknown_savings","7_or_more_yrs",1,"female_divorced","none",4,"car_or_other",59,"none","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",18,"critical_account","furniture",2124,"low_savings","1_to_4yrs",4,"female_divorced","none",4,"real_estate",24,"none","rent",2,"skilled_employee",1,"none","yes","bad"
"negative_balance",12,"current_credits_paid","electronics",2214,"low_savings","1_to_4yrs",4,"male_single","none",3,"insurance",24,"none","own",1,"unskilled_resident",1,"none","yes","good"
"no_account",21,"critical_account","new_car",12680,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",30,"none","free",1,"management",1,"registered","yes","bad"
"no_account",24,"critical_account","new_car",2463,"moderate_savings","4_to_7yrs",4,"male_married","none",3,"insurance",27,"none","own",2,"skilled_employee",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","electronics",1155,"low_savings","7_or_more_yrs",3,"male_married","guarantor",3,"real_estate",40,"bank","own",2,"unskilled_resident",1,"none","yes","good"
"negative_balance",30,"current_credits_paid","furniture",3108,"low_savings","less_than_1yr",2,"male_divorced","none",4,"insurance",31,"none","own",1,"unskilled_resident",1,"none","yes","bad"
"no_account",10,"current_credits_paid","used_car",2901,"unknown_savings","less_than_1yr",1,"female_divorced","none",4,"real_estate",31,"none","rent",1,"skilled_employee",1,"none","yes","good"
"small_balance",12,"critical_account","furniture",3617,"low_savings","7_or_more_yrs",1,"male_single","none",4,"car_or_other",28,"none","rent",3,"skilled_employee",1,"registered","yes","good"
"no_account",12,"critical_account","electronics",1655,"low_savings","7_or_more_yrs",2,"male_single","none",4,"real_estate",63,"none","own",2,"unskilled_resident",1,"registered","yes","good"
"negative_balance",24,"current_credits_paid","used_car",2812,"unknown_savings","7_or_more_yrs",2,"female_divorced","none",4,"real_estate",26,"none","rent",1,"skilled_employee",1,"none","yes","good"
"negative_balance",36,"critical_account","education",8065,"low_savings","1_to_4yrs",3,"female_divorced","none",2,"no_property",25,"none","own",2,"management",1,"registered","yes","bad"
"no_account",21,"critical_account","used_car",3275,"low_savings","7_or_more_yrs",1,"male_single","none",4,"car_or_other",36,"none","own",1,"management",1,"registered","yes","good"
"no_account",24,"critical_account","electronics",2223,"moderate_savings","7_or_more_yrs",4,"male_single","none",4,"insurance",52,"bank","own",2,"skilled_employee",1,"none","yes","good"
"large_balance",12,"critical_account","new_car",1480,"good_savings","unemployed",2,"male_single","none",4,"no_property",66,"bank","free",3,"unemployed",1,"none","yes","good"
"negative_balance",24,"current_credits_paid","new_car",1371,"unknown_savings","1_to_4yrs",4,"female_divorced","none",4,"real_estate",25,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"no_account",36,"critical_account","new_car",3535,"low_savings","4_to_7yrs",4,"male_single","none",4,"car_or_other",37,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",18,"current_credits_paid","electronics",3509,"low_savings","4_to_7yrs",4,"female_divorced","guarantor",1,"real_estate",25,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",36,"critical_account","used_car",5711,"high_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",38,"none","own",2,"management",1,"registered","yes","good"
"small_balance",18,"current_credits_paid","repairs",3872,"low_savings","unemployed",2,"female_divorced","none",4,"car_or_other",67,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",39,"critical_account","electronics",4933,"low_savings","4_to_7yrs",2,"male_single","guarantor",2,"real_estate",25,"none","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",24,"critical_account","new_car",1940,"high_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",60,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",12,"no_credits","retraining",1410,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",31,"none","own",1,"unskilled_resident",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","new_car",836,"moderate_savings","less_than_1yr",4,"female_divorced","none",2,"insurance",23,"bank","own",1,"unskilled_resident",1,"none","yes","bad"
"small_balance",20,"current_credits_paid","used_car",6468,"unknown_savings","unemployed",1,"male_divorced","none",4,"real_estate",60,"none","own",1,"management",1,"registered","yes","good"
"small_balance",18,"current_credits_paid","business",1941,"high_savings","1_to_4yrs",4,"male_single","none",2,"insurance",35,"none","own",1,"unskilled_resident",1,"registered","yes","good"
"no_account",22,"current_credits_paid","electronics",2675,"good_savings","7_or_more_yrs",3,"male_single","none",4,"car_or_other",40,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",48,"critical_account","used_car",2751,"unknown_savings","7_or_more_yrs",4,"male_single","none",3,"car_or_other",38,"none","own",2,"skilled_employee",2,"registered","yes","good"
"small_balance",48,"past_delay","education",6224,"low_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",50,"none","free",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",40,"critical_account","education",5998,"low_savings","1_to_4yrs",4,"male_single","none",3,"no_property",27,"bank","own",1,"skilled_employee",1,"registered","yes","bad"
"small_balance",21,"current_credits_paid","business",1188,"low_savings","7_or_more_yrs",2,"female_divorced","none",4,"insurance",39,"none","own",1,"skilled_employee",2,"none","yes","bad"
"no_account",24,"current_credits_paid","used_car",6313,"unknown_savings","7_or_more_yrs",3,"male_single","none",4,"car_or_other",41,"none","own",1,"management",2,"registered","yes","good"
"no_account",6,"critical_account","furniture",1221,"unknown_savings","1_to_4yrs",1,"male_married","none",2,"insurance",27,"none","own",2,"skilled_employee",1,"none","yes","good"
"large_balance",24,"current_credits_paid","furniture",2892,"low_savings","7_or_more_yrs",3,"male_divorced","none",4,"no_property",51,"none","free",1,"skilled_employee",1,"none","yes","good"
"no_account",24,"current_credits_paid","furniture",3062,"good_savings","7_or_more_yrs",4,"male_single","none",3,"no_property",32,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"no_account",9,"current_credits_paid","furniture",2301,"moderate_savings","less_than_1yr",2,"female_divorced","none",4,"insurance",22,"none","rent",1,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","used_car",7511,"unknown_savings","7_or_more_yrs",1,"male_single","none",4,"insurance",51,"none","free",1,"skilled_employee",2,"registered","yes","bad"
"no_account",12,"critical_account","furniture",1258,"low_savings","less_than_1yr",2,"female_divorced","none",4,"insurance",22,"none","rent",2,"unskilled_resident",1,"none","yes","good"
"no_account",24,"past_delay","new_car",717,"unknown_savings","7_or_more_yrs",4,"male_married","none",4,"car_or_other",54,"none","own",2,"skilled_employee",1,"registered","yes","good"
"small_balance",9,"current_credits_paid","new_car",1549,"unknown_savings","less_than_1yr",4,"male_single","none",2,"real_estate",35,"none","own",1,"unemployed",1,"none","yes","good"
"no_account",24,"critical_account","education",1597,"low_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",54,"none","free",2,"skilled_employee",2,"none","yes","good"
"small_balance",18,"critical_account","electronics",1795,"low_savings","7_or_more_yrs",3,"female_divorced","guarantor",4,"real_estate",48,"bank","rent",2,"unskilled_resident",1,"registered","yes","good"
"negative_balance",20,"critical_account","furniture",4272,"low_savings","7_or_more_yrs",1,"female_divorced","none",4,"insurance",24,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",12,"critical_account","electronics",976,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",35,"none","own",2,"skilled_employee",1,"none","yes","good"
"small_balance",12,"current_credits_paid","new_car",7472,"unknown_savings","unemployed",1,"female_divorced","none",2,"real_estate",24,"none","rent",1,"unemployed",1,"none","yes","good"
"negative_balance",36,"current_credits_paid","new_car",9271,"low_savings","4_to_7yrs",2,"male_single","none",1,"car_or_other",24,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"small_balance",6,"current_credits_paid","electronics",590,"low_savings","less_than_1yr",3,"male_married","none",3,"real_estate",26,"none","own",1,"unskilled_resident",1,"none","no","good"
"no_account",12,"critical_account","electronics",930,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",65,"none","own",4,"skilled_employee",1,"none","yes","good"
"small_balance",42,"all_paid","used_car",9283,"low_savings","unemployed",1,"male_single","none",2,"no_property",55,"bank","free",1,"management",1,"registered","yes","good"
"small_balance",15,"no_credits","new_car",1778,"low_savings","less_than_1yr",2,"female_divorced","none",1,"real_estate",26,"none","rent",2,"unemployed",1,"none","yes","bad"
"small_balance",8,"current_credits_paid","business",907,"low_savings","less_than_1yr",3,"male_married","none",2,"real_estate",26,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",6,"current_credits_paid","electronics",484,"low_savings","4_to_7yrs",3,"male_married","guarantor",3,"real_estate",28,"bank","own",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",36,"critical_account","used_car",9629,"low_savings","4_to_7yrs",4,"male_single","none",4,"car_or_other",24,"none","own",2,"skilled_employee",1,"registered","yes","bad"
"negative_balance",48,"current_credits_paid","appliances",3051,"low_savings","1_to_4yrs",3,"male_single","none",4,"car_or_other",54,"none","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",48,"current_credits_paid","new_car",3931,"low_savings","4_to_7yrs",4,"male_single","none",4,"no_property",46,"none","free",1,"skilled_employee",2,"none","yes","bad"
"small_balance",36,"past_delay","new_car",7432,"low_savings","1_to_4yrs",2,"female_divorced","none",2,"insurance",54,"none","rent",1,"skilled_employee",1,"none","yes","good"
"no_account",6,"current_credits_paid","appliances",1338,"good_savings","1_to_4yrs",1,"male_divorced","none",4,"real_estate",62,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",6,"critical_account","electronics",1554,"low_savings","4_to_7yrs",1,"female_divorced","none",2,"car_or_other",24,"none","rent",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",36,"current_credits_paid","other",15857,"low_savings","unemployed",2,"male_divorced","co_applicant",3,"car_or_other",43,"none","own",1,"management",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","electronics",1345,"low_savings","1_to_4yrs",4,"male_married","none",3,"real_estate",26,"bank","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",12,"current_credits_paid","new_car",1101,"low_savings","1_to_4yrs",3,"male_married","none",2,"real_estate",27,"none","own",2,"skilled_employee",1,"registered","yes","good"
"large_balance",12,"current_credits_paid","electronics",3016,"low_savings","1_to_4yrs",3,"male_married","none",1,"car_or_other",24,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",36,"current_credits_paid","furniture",2712,"low_savings","7_or_more_yrs",2,"male_single","none",2,"insurance",41,"bank","own",1,"skilled_employee",2,"none","yes","bad"
"negative_balance",8,"critical_account","new_car",731,"low_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",47,"none","own",2,"unskilled_resident",1,"none","yes","good"
"no_account",18,"critical_account","furniture",3780,"low_savings","less_than_1yr",3,"male_divorced","none",2,"car_or_other",35,"none","own",2,"management",1,"registered","yes","good"
"negative_balance",21,"critical_account","new_car",1602,"low_savings","7_or_more_yrs",4,"male_married","none",3,"car_or_other",30,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",18,"critical_account","new_car",3966,"low_savings","7_or_more_yrs",1,"female_divorced","none",4,"real_estate",33,"bank","rent",3,"skilled_employee",1,"registered","yes","bad"
"no_account",18,"no_credits","business",4165,"low_savings","1_to_4yrs",2,"male_single","none",2,"car_or_other",36,"stores","own",2,"skilled_employee",2,"none","yes","bad"
"negative_balance",36,"current_credits_paid","used_car",8335,"unknown_savings","7_or_more_yrs",3,"male_single","none",4,"no_property",47,"none","free",1,"skilled_employee",1,"none","yes","bad"
"small_balance",48,"past_delay","business",6681,"unknown_savings","1_to_4yrs",4,"male_single","none",4,"no_property",38,"none","free",1,"skilled_employee",2,"registered","yes","good"
"no_account",24,"past_delay","business",2375,"good_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",44,"none","own",2,"skilled_employee",2,"registered","yes","good"
"negative_balance",18,"current_credits_paid","new_car",1216,"low_savings","less_than_1yr",4,"female_divorced","none",3,"car_or_other",23,"none","rent",1,"skilled_employee",1,"registered","yes","bad"
"negative_balance",45,"no_credits","business",11816,"low_savings","7_or_more_yrs",2,"male_single","none",4,"car_or_other",29,"none","rent",2,"skilled_employee",1,"none","yes","bad"
"small_balance",24,"current_credits_paid","electronics",5084,"unknown_savings","7_or_more_yrs",2,"female_divorced","none",4,"car_or_other",42,"none","own",1,"skilled_employee",1,"registered","yes","good"
"large_balance",15,"current_credits_paid","electronics",2327,"low_savings","less_than_1yr",2,"female_divorced","none",3,"real_estate",25,"none","own",1,"unskilled_resident",1,"none","yes","bad"
"negative_balance",12,"no_credits","new_car",1082,"low_savings","1_to_4yrs",4,"male_single","none",4,"car_or_other",48,"bank","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",12,"current_credits_paid","electronics",886,"unknown_savings","1_to_4yrs",4,"female_divorced","none",2,"car_or_other",21,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",4,"current_credits_paid","furniture",601,"low_savings","less_than_1yr",1,"female_divorced","none",3,"real_estate",23,"none","rent",1,"unskilled_resident",2,"none","yes","good"
"negative_balance",24,"critical_account","used_car",2957,"low_savings","7_or_more_yrs",4,"male_single","none",4,"insurance",63,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",24,"critical_account","electronics",2611,"low_savings","7_or_more_yrs",4,"male_married","co_applicant",3,"real_estate",46,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",36,"current_credits_paid","furniture",5179,"low_savings","4_to_7yrs",4,"male_single","none",2,"insurance",29,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",21,"past_delay","used_car",2993,"low_savings","1_to_4yrs",3,"male_single","none",2,"real_estate",28,"stores","own",2,"unskilled_resident",1,"none","yes","good"
"no_account",18,"current_credits_paid","repairs",1943,"low_savings","less_than_1yr",4,"female_divorced","none",4,"real_estate",23,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",24,"all_paid","business",1559,"low_savings","4_to_7yrs",4,"male_single","none",4,"car_or_other",50,"bank","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",18,"current_credits_paid","furniture",3422,"low_savings","7_or_more_yrs",4,"male_single","none",4,"insurance",47,"bank","own",3,"skilled_employee",2,"registered","yes","good"
"small_balance",21,"current_credits_paid","furniture",3976,"unknown_savings","4_to_7yrs",2,"male_single","none",3,"car_or_other",35,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",18,"current_credits_paid","new_car",6761,"unknown_savings","1_to_4yrs",2,"male_single","none",4,"car_or_other",68,"none","rent",2,"skilled_employee",1,"none","yes","bad"
"no_account",24,"current_credits_paid","new_car",1249,"low_savings","less_than_1yr",4,"male_married","none",2,"real_estate",28,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",9,"current_credits_paid","electronics",1364,"low_savings","4_to_7yrs",3,"male_single","none",4,"real_estate",59,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","electronics",709,"low_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",57,"stores","own",1,"unskilled_resident",1,"none","yes","bad"
"negative_balance",20,"critical_account","new_car",2235,"low_savings","1_to_4yrs",4,"male_married","guarantor",2,"insurance",33,"bank","rent",2,"skilled_employee",1,"none","no","bad"
"no_account",24,"critical_account","used_car",4042,"unknown_savings","4_to_7yrs",3,"male_single","none",4,"insurance",43,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",15,"critical_account","electronics",1471,"low_savings","1_to_4yrs",4,"male_single","none",4,"no_property",35,"none","free",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",18,"all_paid","new_car",1442,"low_savings","4_to_7yrs",4,"male_single","none",4,"no_property",32,"none","free",2,"unskilled_resident",2,"none","yes","bad"
"no_account",36,"past_delay","new_car",10875,"low_savings","7_or_more_yrs",2,"male_single","none",2,"car_or_other",45,"none","own",2,"skilled_employee",2,"registered","yes","good"
"no_account",24,"current_credits_paid","new_car",1474,"moderate_savings","less_than_1yr",4,"male_married","none",3,"real_estate",33,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",10,"current_credits_paid","retraining",894,"unknown_savings","4_to_7yrs",4,"female_divorced","none",3,"insurance",40,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",15,"critical_account","furniture",3343,"low_savings","1_to_4yrs",4,"male_single","none",2,"no_property",28,"none","free",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",15,"current_credits_paid","new_car",3959,"low_savings","1_to_4yrs",3,"female_divorced","none",2,"insurance",29,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"no_account",9,"current_credits_paid","new_car",3577,"moderate_savings","1_to_4yrs",1,"male_single","guarantor",2,"real_estate",26,"none","rent",1,"skilled_employee",2,"none","no","good"
"no_account",24,"critical_account","used_car",5804,"high_savings","1_to_4yrs",4,"male_single","none",2,"real_estate",27,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",18,"past_delay","business",2169,"low_savings","1_to_4yrs",4,"male_married","none",2,"car_or_other",28,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"negative_balance",24,"current_credits_paid","electronics",2439,"low_savings","less_than_1yr",4,"female_divorced","none",4,"real_estate",35,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"no_account",27,"critical_account","furniture",4526,"high_savings","less_than_1yr",4,"male_single","none",2,"real_estate",32,"stores","own",2,"unskilled_resident",2,"registered","yes","good"
"no_account",10,"current_credits_paid","furniture",2210,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",25,"bank","rent",1,"unskilled_resident",1,"none","yes","bad"
"no_account",15,"current_credits_paid","furniture",2221,"good_savings","1_to_4yrs",2,"female_divorced","none",4,"car_or_other",20,"none","rent",1,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","electronics",2389,"low_savings","less_than_1yr",4,"female_divorced","none",1,"car_or_other",27,"stores","own",1,"skilled_employee",1,"none","yes","good"
"no_account",12,"critical_account","furniture",3331,"low_savings","7_or_more_yrs",2,"male_single","none",4,"insurance",42,"stores","own",1,"skilled_employee",1,"none","yes","good"
"no_account",36,"current_credits_paid","business",7409,"unknown_savings","7_or_more_yrs",3,"male_single","none",2,"insurance",37,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","furniture",652,"low_savings","7_or_more_yrs",4,"female_divorced","none",4,"insurance",24,"none","rent",1,"skilled_employee",1,"none","yes","good"
"no_account",36,"past_delay","furniture",7678,"good_savings","4_to_7yrs",2,"female_divorced","none",4,"car_or_other",40,"none","own",2,"skilled_employee",1,"registered","yes","good"
"large_balance",6,"critical_account","new_car",1343,"low_savings","7_or_more_yrs",1,"male_single","none",4,"real_estate",46,"none","own",2,"skilled_employee",2,"none","no","good"
"negative_balance",24,"critical_account","business",1382,"moderate_savings","4_to_7yrs",4,"male_single","none",1,"real_estate",26,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",15,"current_credits_paid","appliances",874,"unknown_savings","less_than_1yr",4,"female_divorced","none",1,"real_estate",24,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","furniture",3590,"low_savings","1_to_4yrs",2,"male_single","co_applicant",2,"insurance",29,"none","own",1,"unskilled_resident",2,"none","yes","good"
"small_balance",11,"critical_account","new_car",1322,"high_savings","1_to_4yrs",4,"female_divorced","none",4,"car_or_other",40,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"all_paid","electronics",1940,"low_savings","less_than_1yr",3,"male_single","co_applicant",4,"no_property",36,"bank","free",1,"management",1,"registered","yes","good"
"no_account",36,"current_credits_paid","electronics",3595,"low_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",28,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",9,"current_credits_paid","new_car",1422,"low_savings","less_than_1yr",3,"male_single","none",2,"no_property",27,"none","free",1,"management",1,"registered","yes","bad"
"no_account",30,"critical_account","electronics",6742,"unknown_savings","4_to_7yrs",2,"male_single","none",3,"insurance",36,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",24,"current_credits_paid","used_car",7814,"low_savings","4_to_7yrs",3,"male_single","none",3,"car_or_other",38,"none","own",1,"management",1,"registered","yes","good"
"no_account",24,"current_credits_paid","used_car",9277,"unknown_savings","1_to_4yrs",2,"male_divorced","none",4,"no_property",48,"none","free",1,"skilled_employee",1,"registered","yes","good"
"small_balance",30,"critical_account","new_car",2181,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",36,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",18,"critical_account","electronics",1098,"low_savings","unemployed",4,"female_divorced","none",4,"car_or_other",65,"none","own",2,"unemployed",1,"none","yes","good"
"small_balance",24,"current_credits_paid","furniture",4057,"low_savings","4_to_7yrs",3,"male_divorced","none",3,"car_or_other",43,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"negative_balance",12,"current_credits_paid","education",795,"low_savings","less_than_1yr",4,"female_divorced","none",4,"insurance",53,"none","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",24,"critical_account","business",2825,"unknown_savings","4_to_7yrs",4,"male_single","none",3,"no_property",34,"none","own",2,"skilled_employee",2,"registered","yes","good"
"small_balance",48,"current_credits_paid","business",15672,"low_savings","1_to_4yrs",2,"male_single","none",2,"car_or_other",23,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"no_account",36,"critical_account","new_car",6614,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",34,"none","own",2,"management",1,"registered","yes","good"
"no_account",28,"all_paid","used_car",7824,"unknown_savings","less_than_1yr",3,"male_single","guarantor",4,"real_estate",40,"bank","rent",2,"skilled_employee",2,"registered","yes","good"
"negative_balance",27,"critical_account","business",2442,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",43,"stores","own",4,"management",2,"registered","yes","good"
"no_account",15,"critical_account","electronics",1829,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",46,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",12,"critical_account","new_car",2171,"low_savings","1_to_4yrs",4,"male_single","none",4,"insurance",38,"bank","own",2,"unskilled_resident",1,"none","no","good"
"small_balance",36,"critical_account","used_car",5800,"low_savings","1_to_4yrs",3,"male_single","none",4,"car_or_other",34,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",18,"critical_account","electronics",1169,"unknown_savings","1_to_4yrs",4,"male_single","none",3,"insurance",29,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",36,"past_delay","used_car",8947,"unknown_savings","4_to_7yrs",3,"male_single","none",2,"car_or_other",31,"stores","own",1,"management",2,"registered","yes","good"
"negative_balance",21,"current_credits_paid","electronics",2606,"low_savings","less_than_1yr",4,"female_divorced","none",4,"insurance",28,"none","rent",1,"management",1,"registered","yes","good"
"no_account",12,"critical_account","furniture",1592,"high_savings","4_to_7yrs",3,"female_divorced","none",2,"insurance",35,"none","own",1,"skilled_employee",1,"none","no","good"
"no_account",15,"current_credits_paid","furniture",2186,"unknown_savings","4_to_7yrs",1,"female_divorced","none",4,"real_estate",33,"bank","rent",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","furniture",4153,"low_savings","1_to_4yrs",2,"male_single","co_applicant",3,"car_or_other",42,"none","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",16,"critical_account","new_car",2625,"low_savings","7_or_more_yrs",2,"male_single","guarantor",4,"insurance",43,"bank","rent",1,"skilled_employee",1,"registered","yes","bad"
"no_account",20,"critical_account","new_car",3485,"unknown_savings","less_than_1yr",2,"male_divorced","none",4,"real_estate",44,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",36,"critical_account","used_car",10477,"unknown_savings","7_or_more_yrs",2,"male_single","none",4,"no_property",42,"none","free",2,"skilled_employee",1,"none","yes","good"
"no_account",15,"current_credits_paid","electronics",1386,"unknown_savings","1_to_4yrs",4,"male_married","none",2,"real_estate",40,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"no_account",24,"current_credits_paid","electronics",1278,"low_savings","7_or_more_yrs",4,"male_single","none",1,"real_estate",36,"none","own",1,"management",1,"registered","yes","good"
"negative_balance",12,"current_credits_paid","electronics",1107,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",20,"none","rent",1,"management",2,"registered","yes","good"
"negative_balance",21,"current_credits_paid","new_car",3763,"unknown_savings","4_to_7yrs",2,"male_single","co_applicant",2,"real_estate",24,"none","own",1,"unskilled_resident",1,"none","no","good"
"small_balance",36,"current_credits_paid","education",3711,"unknown_savings","1_to_4yrs",2,"male_married","none",2,"car_or_other",27,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",15,"past_delay","used_car",3594,"low_savings","less_than_1yr",1,"female_divorced","none",2,"insurance",46,"none","own",2,"unskilled_resident",1,"none","yes","good"
"small_balance",9,"current_credits_paid","new_car",3195,"unknown_savings","1_to_4yrs",1,"female_divorced","none",2,"real_estate",33,"none","own",1,"unskilled_resident",1,"none","yes","good"
"no_account",36,"past_delay","electronics",4454,"low_savings","1_to_4yrs",4,"female_divorced","none",4,"real_estate",34,"none","own",2,"skilled_employee",1,"none","yes","good"
"small_balance",24,"critical_account","furniture",4736,"low_savings","less_than_1yr",2,"female_divorced","none",4,"car_or_other",25,"bank","own",1,"unskilled_resident",1,"none","yes","bad"
"small_balance",30,"current_credits_paid","electronics",2991,"unknown_savings","7_or_more_yrs",2,"female_divorced","none",4,"car_or_other",25,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",11,"current_credits_paid","business",2142,"high_savings","7_or_more_yrs",1,"male_divorced","none",2,"real_estate",28,"none","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",24,"all_paid","business",3161,"low_savings","1_to_4yrs",4,"male_single","none",2,"insurance",31,"none","rent",1,"skilled_employee",1,"registered","yes","bad"
"small_balance",48,"no_credits","other",18424,"low_savings","1_to_4yrs",1,"female_divorced","none",2,"insurance",32,"bank","own",1,"management",1,"registered","no","bad"
"no_account",10,"current_credits_paid","used_car",2848,"moderate_savings","1_to_4yrs",1,"male_single","co_applicant",2,"real_estate",32,"none","own",1,"skilled_employee",2,"none","yes","good"
"negative_balance",6,"current_credits_paid","new_car",14896,"low_savings","7_or_more_yrs",1,"male_single","none",4,"no_property",68,"bank","own",1,"management",1,"registered","yes","bad"
